1 19172 47556 42859 54265 48636 74657
1 12514 34984 -95139 -67590 -12881 18464
1 43248 59716 48461 69547 14418 36210
1 -53537 -34709 -4236 21125 -68850 -48516
1 51576 70978 34564 57647 -7582 14033
1 55929 73186 30815 60318 1123 8161
1 -49430 -33130 53498 83636 5961 21504
1 -25058 -10934 8130 16032 59535 88291
1 54508 63719 -38792 -3505 41594 54442
1 -83008 -67579 16401 38784 559 32684
1 51088 71350 34194 46279 -25672 -20520
1 33192 66483 53523 77440 8893 34380
1 10432 38321 44981 59642 -78613 -57165
1 -75386 -39959 36274 70905 -3534 18822
1 37284 54024 -48605 -25043 38178 57400
1 43666 60904 -69573 -50313 1228 14022
1 44836 52239 -73812 -44628 8747 11476
1 12567 30462 -50987 -38548 -75490 -45187
1 -3743 17885 14797 33449 74302 87427
1 -10131 1059 10431 33871 60830 94445
1 74241 82642 10664 30287 -39666 -16361
1 -47571 -37590 -72880 -46837 26914 36238
1 -20634 -15664 -81386 -55314 38252 57212
1 -10769 25632 -38330 -25479 -86469 -51846
1 -52366 -31532 -38951 -19701 -68200 -48096
1 -91391 -73383 -6226 -2393 -23459 -13884
1 -66453 -48137 -16047 12247 52033 58205
1 -78002 -59686 -26863 1342 -37935 -25825
1 57412 72462 4209 10034 42905 59241
1 -39824 -13789 74572 83799 -9126 938
1 -87318 -62046 -4112 16146 -48468 -18506
1 52062 81928 -44777 -16022 -32842 -10092
1 4080 28535 23345 46084 53861 72105
1 -66979 -45871 -68147 -42671 7566 31133
1 -38515 -26129 48888 77629 40991 51729
1 43159 57248 -76355 -55745 -15613 3855
1 -76030 -55106 -11889 20052 -53825 -23308
1 -7699 17496 61322 85822 -9796 6871
1 64070 86192 4059 36745 7329 27615
1 -84271 -63368 -6021 15316 -33204 -3399
1 61526 82302 -50902 -14904 -23178 7919
1 32189 46588 9646 30937 55611 78681
1 47017 75376 15373 38681 21408 61169
1 11771 34462 -42097 -22034 -76227 -56146
1 27679 50992 31806 43377 -64943 -40121
1 -42568 -18600 -66508 -32270 -68428 -56085
1 -38559 -25978 -74373 -49507 38153 43644
1 54506 79657 -886 31672 25668 48126
1 9873 30581 -72158 -39754 33711 70305
1 60584 81760 -25395 -14305 -4689 6933
1 -61583 -39671 61876 78264 5996 29134
1 -11227 4420 -88290 -75775 3808 31201
1 -32012 -12442 62534 87155 22450 46606
1 -30304 -6601 59633 78721 -16517 6028
1 34564 44476 -10753 22234 52694 86520
1 59169 66998 27756 44785 -43080 -3583
1 -27084 -12634 -63506 -53448 35814 64722
1 -30261 -24473 71776 74470 -38078 -6129
1 -76680 -59242 -5625 23186 -38628 -31779
1 -24354 -1094 65524 74870 -46947 -28760
1 6381 19205 -21832 -134 63608 91042
1 -77406 -67325 -20866 3544 -32513 -15701
1 50739 67600 -48357 -29266 -35782 -13620
1 -26498 3497 -68467 -33238 -82068 -60526
1 5303 17328 -69256 -39732 -65003 -43949
1 30811 38275 -5244 28156 -89920 -66878
1 49983 66724 -5700 17938 43926 67644
1 48153 65342 1443 18137 38195 74140
1 -3371 24272 -39975 -23884 -73872 -68667
1 30479 52748 8131 25801 45267 64868
1 -35613 -6735 -87508 -56803 14685 34487
1 -66310 -39666 14520 33374 -68537 -39707
1 17951 52025 -8160 -5345 -79138 -61496
1 -1671 3805 71825 94226 -11540 13961
1 -71567 -54379 -4284 16740 -49494 -35565
1 71079 92964 -23492 11151 -8224 17310
1 28796 45041 -61839 -34861 34857 61503
1 19616 32719 -22919 -8428 59689 91717
1 15504 42899 -56230 -24121 52605 77115
1 -46427 -13850 62173 85906 -39193 -27967
1 -1655 11432 -66359 -36716 53026 70510
1 -93500 -60433 -30491 -19220 -31229 7390
1 15158 35070 -67724 -63611 -55273 -41077
1 -3879 33093 63097 89650 -24701 -8538
1 -42357 -28886 -49679 -36984 50959 69326
1 -67920 -50177 29562 45206 -28055 -4767
1 -51930 -29074 9566 13838 -73091 -65590
1 -91732 -71534 -1122 13959 89 26097
1 -11629 11373 27134 54329 -71569 -65324
1 28686 31495 -24896 -8526 69386 76193
1 -25898 -17740 16297 30293 -82095 -63517
1 19891 49170 1640 19388 -83115 -67337
1 -59053 -35968 50405 63352 -12441 -1627
1 -44391 -30528 71461 85157 12939 24554
1 -82526 -54436 22445 37378 15340 23433
1 -21979 3903 -44779 -23865 59478 87253
1 -87494 -66262 -23909 -17222 3558 22311
1 -77940 -58402 -30029 495 -64622 -29724
1 14709 29901 -16722 -914 -94879 -66533
1 61478 75898 44399 49547 -15944 -1037
1 -9 13538 -23689 -1309 58940 95323
1 -9215 21382 -81729 -72116 29904 45795
1 -37777 -16044 -72607 -52593 7987 27375
1 -16900 -9231 6330 23131 -93978 -67446
1 -13299 5260 66662 88206 -48497 -16352
1 54138 60848 49718 64461 -28411 -12051
1 9063 12208 43714 57296 -64191 -51897
1 17239 26271 48738 64892 51926 72290
1 -18599 4626 -79543 -66159 5171 22775
1 64417 73146 -46421 -27026 -11977 5226
1 -40054 -18944 -55048 -41738 45428 68649
1 -65611 -54177 28337 67817 -1491 15419
1 -30117 -9940 57564 83609 14438 22712
1 -13164 6165 61972 81267 -47467 -39663
1 -2173 28245 75188 91046 556 16876
1 -4 12849 -85689 -67413 -34162 -14875
1 -11527 5326 -63674 -55001 -67662 -44192
1 52029 61177 16625 47606 27090 56949
1 19858 45619 -8130 -1116 -87000 -51951
1 43717 72304 6327 18235 58169 75006
1 63833 80302 -30616 -8105 11024 36696
1 -45572 -16059 35612 71738 -53693 -37289
1 -16077 -4950 -17904 13223 71249 95474
1 52599 73253 16815 34639 -60697 -27949
1 -41732 -31077 -11037 13451 -73093 -54774
1 53309 66643 8304 19193 -66902 -43757
1 -59715 -29107 -39147 -16955 48402 67889
1 29285 52214 51860 67940 -25929 -9268
1 -16348 7210 69946 89391 -41857 -18421
1 2698 23210 59762 80189 -6455 9730
1 25914 47727 -37594 -4161 57532 85025
1 -44900 -40581 18628 27968 -73311 -53222
1 -50711 -22413 -13753 10014 65728 84385
1 -32509 -20107 -49733 -29413 -75164 -62928
1 53276 62570 -67165 -37653 25917 40730
1 -68935 -61669 34458 53039 3272 40994
1 -40954 -6666 -497 19030 -91459 -58759
1 -20953 10033 -33710 -12044 -78318 -64257
0 65172 88719 18292 33463 -17289 13667
1 -81689 -47210 -51292 -39161 12239 18630
1 10674 27779 64781 93057 -12847 15033
0 39381 59141 -53867 -33869 -39320 -32369
1 11509 16649 61436 83173 -24404 -1309
0 -84235 -64867 -40299 -21340 -423 17121
1 28703 60717 5866 35207 56237 83480
1 -10016 7016 -68319 -44113 -75242 -40162
1 -83871 -49706 4896 23706 27867 51976
1 21894 45090 -66881 -46774 41161 61093
0 -62532 -54799 -13198 5554 38616 64779
1 27655 50554 -67141 -53031 -42723 -27481
0 64418 79284 -37561 -23573 -46944 -21319
0 -51161 -14654 -76354 -54783 -48356 -20513
0 -42010 -26446 -33941 -8781 62481 80092
0 47932 71695 -28741 -12969 43875 70370
1 -47783 -15943 72073 89936 -12302 25107
1 54099 73531 -25166 -8103 29622 38828
1 -12110 9328 27821 51352 -80606 -70867
1 -31368 -4092 -500 34976 -87386 -75947
1 18493 53336 40904 49118 35477 61315
1 -80008 -57206 -14580 4805 -54640 -31294
1 -32490 -16053 -58155 -38625 43694 71086
1 -10446 7685 56844 75668 23039 31796
0 -76403 -52174 10374 31289 39907 57503
0 -26055 -4386 -81087 -68859 -22915 -2143
0 -4280 9653 57774 86757 -904 38154
1 -41376 -26231 -89287 -51816 -5937 20376
0 -7948 3204 -87582 -61875 -26876 -12952
1 -18434 9410 -72877 -62275 22779 44958
0 -55286 -31084 8442 18459 63430 85422
0 46159 58401 58001 65987 -6474 2217
0 -32868 -32193 -77036 -54350 -917 27006
1 48668 66652 -26976 5182 35663 58610
0 38087 64878 -24672 -4653 -68258 -59477
0 -53244 -39319 252 29359 52725 84195
1 141 27199 44490 73922 -55944 -29456
1 -84450 -63805 -40926 -20894 4677 17596
0 39425 66117 19007 46505 -58489 -38804
1 53467 60154 2617 5892 51003 78171
0 19966 42245 13558 19380 59455 86402
1 21300 38763 73252 90242 -19055 3136
1 -71417 -48663 33111 54219 25931 36276
1 -67157 -51626 2163 11911 -69440 -41965
0 42596 62690 -59813 -39876 16046 45998
1 -82036 -67846 -42461 -10926 -16260 -3847
1 -13454 5032 -10314 6090 76506 83510
0 -21588 7122 -79335 -57762 -1279 21971
1 -11735 19084 -31299 -3107 68498 89486
0 -71467 -56250 -26934 5137 35054 50529
0 39576 77579 33834 65473 -3744 20619
1 12739 14479 -13240 13626 -89272 -64415
0 -63543 -35059 60140 67181 -11563 -6727
1 -15517 5456 983 21630 -80320 -68386
0 7811 14617 71578 98257 -474 15243
1 -7774 29003 -27431 -2908 73893 86951
1 63736 81572 15807 49952 -32605 -1562
1 49724 57359 -72171 -46890 -18144 -4030
1 -49068 -19251 -28646 -15251 56881 87240
1 62815 67986 18515 40814 22891 43899
1 30739 56402 55701 77539 4292 40862
1 35024 59505 -63928 -51167 15405 34767
0 39106 46794 -68583 -63616 -399 17775
1 -70229 -58803 26355 47987 15672 37067
1 -6511 8398 -63315 -40491 -66501 -51987
1 -78593 -55090 -8028 9544 31422 37894
1 -79412 -70298 19753 28627 5571 36416
1 -89561 -60633 16496 22162 -32917 -6897
0 -23104 -11350 -76163 -61981 -40336 -23381
1 -85805 -48591 29020 58858 -23434 -19341
1 69290 91036 17261 37103 -15132 -9877
0 -44440 -24696 17723 51873 -68818 -54989
0 43772 59030 -17927 3064 55335 78596
1 -5180 4036 -60894 -39546 58601 77994
0 -44960 -26540 38654 49428 -62327 -48025
0 -74687 -41990 5981 26340 42962 57900
0 55493 88116 -17045 8808 9731 39020
1 -24814 1407 -78117 -59571 -36156 -26352
1 -83605 -59634 -30003 -11802 10051 23746
1 -18750 712 76566 88144 -4441 17547
1 -11785 -4018 64493 85862 -55751 -31406
1 -74186 -55121 14817 23915 -41641 -23761
0 5992 33894 -90670 -53716 9612 29671
0 -40543 -26092 -84192 -54871 14275 33818
1 2486 34070 -79407 -48278 -59230 -41785
0 31470 48508 -2451 14244 54809 82900
1 -19855 -3955 67769 81251 -6898 10397
1 60768 97450 -15032 8514 -9176 8109
0 -433 15414 54977 88477 -37513 -14435
1 30798 57438 60545 83101 -4736 16030
0 45847 70333 -20401 5745 -53475 -35483
1 -94597 -62644 -22131 -6260 -3361 23192
1 -6949 23262 68737 84594 32672 52233
1 -103 6616 70184 87574 22795 52965
0 -73655 -61464 -50996 -25604 -1589 9963
1 -55460 -51518 -68780 -38230 22381 38918
1 -81286 -58909 2050 12715 21579 33288
0 -74128 -64082 -11151 4421 -54504 -35345
0 -82050 -58102 16008 37063 -57455 -28440
0 -48935 -32720 -65357 -55002 33430 44066
1 -58688 -25435 55044 79401 24759 35341
1 -59328 -46068 -55349 -37872 -47613 -39008
0 53812 77978 -21871 -5635 -54951 -44718
1 35210 53097 -67155 -57873 -25088 8942
1 68476 96029 -18829 17901 -24375 -4292
0 -58133 -42806 -15734 -2625 45814 75426
0 923 36206 34426 39751 62306 84272
1 -3795 2999 5692 34082 56908 88089
0 -28687 -8938 50077 55834 -72947 -51911
1 17572 33049 -12608 13871 64041 80084
0 23004 46612 626 18493 -77533 -72175
0 -11296 6738 55113 72504 35830 68101
1 -87318 -72234 13939 28545 9367 32229
1 -4903 7740 -5776 16649 72654 82239
0 21724 37965 3232 30800 -83510 -51450
1 43256 64634 45840 71859 -19655 15838
1 35402 50139 -63773 -44546 -66313 -51025
0 -47203 -24639 -24938 5990 -83540 -55282
1 48830 87050 -60568 -26778 -14105 10986
0 -17727 7121 -89461 -61150 34482 52375
1 -13528 11467 -34429 -25025 -88524 -59175
1 39947 70910 45941 55768 -29269 6512
1 -57443 -40902 -54344 -30702 -67147 -33819
1 43698 58730 -8086 12623 -64645 -52484
1 -86516 -60070 4701 29233 -42210 -26002
0 -12564 13809 57954 79924 33734 52972
1 -91205 -60724 -19260 4299 14948 33107
0 9430 36004 -47248 -32931 -78412 -59231
0 5464 23019 69146 89993 14523 52775
1 69092 89480 -18263 -5255 -56056 -24436
1 -78979 -63119 -28030 4471 -3442 1095
1 -40742 -11522 -67931 -50625 30872 54565
1 11200 31162 56276 81907 -38674 -23276
0 28090 50485 32391 54717 42405 68490
0 62000 96016 -12785 10045 -40559 -9853
0 -77111 -65043 -4182 9946 7700 29317
0 4021 35324 54155 81764 13952 43096
1 38831 66415 41293 51680 -36105 -30486
0 -42209 -7965 -73605 -55906 -26801 -15432
0 69895 80368 -30219 -4026 -51683 -32477
1 34133 59680 -37589 -18165 55539 65839
0 59099 84713 -8186 21590 -35085 -22984
1 -68703 -46847 -54965 -36640 -44900 -28240
1 60059 78605 21782 40949 13470 26429
0 18158 42949 15953 34973 68917 82582
0 66650 68484 -44088 -36424 -14932 3832
0 -68951 -46350 -54590 -47375 -35451 -18201
1 -51118 -28325 -89830 -51709 -29326 2472
1 34071 61762 38942 63058 -37770 -20793
0 -21803 8058 59489 67631 -58454 -31005
0 18618 38459 -49926 -34627 -77416 -43266
0 52621 58415 3978 16040 48121 67965
1 -84919 -59330 963 24944 -23669 -4029
1 7048 18504 19827 42119 -77713 -71923
0 17349 46710 68184 85521 -19492 -10865
1 57808 67714 -6890 11149 48859 61826
0 -37787 -16255 -84155 -64960 -16962 13437
0 -47712 -22804 -6956 -1446 53309 84030
0 -79417 -63459 -63881 -43934 -12315 3049
0 -20800 332 -81856 -62781 -19387 1453
1 -16101 18477 11949 24232 57910 86506
0 58744 70461 50236 65473 6870 15136
0 -28383 -1268 6187 14201 73853 85906
0 -14830 -2177 73475 96200 -12288 -8227
0 -55531 -26102 -40611 -9588 60023 66074
1 -29047 7282 30034 54033 -69351 -58996
1 -56717 -42768 -37528 -20235 -76181 -51568
0 -22648 12027 10239 18040 68871 84453
1 71843 78578 17090 31651 -29255 4046
0 -5332 8529 -80409 -57885 -34912 -11922
1 8130 15975 -85824 -63915 -15569 -2050
1 -24703 2376 -63863 -47928 54448 74373
1 57985 69487 -49162 -35448 -12451 5037
1 45251 53043 -25237 -7481 57517 73228
0 13704 26376 -51898 -28036 -70924 -57468
0 -11101 10921 -97386 -65516 11205 33803
1 -28595 -1831 -69153 -55942 -64754 -35489
0 -73177 -60126 30788 51362 7072 32128
1 -63584 -43963 30054 35783 35239 48673
1 14885 22528 -69221 -49535 -56213 -39035
1 47036 69580 -47386 -35040 -34293 -26206
1 -6011 13690 -88824 -61431 12453 28051
1 -32732 -2753 -77746 -64445 -39101 -13631
0 -75895 -62847 -7868 -1442 18543 39903
0 -28939 7818 -92499 -69292 -15478 1721
0 44329 56950 37643 63858 27046 41904
0 -36770 -31601 -42713 -14541 50003 75515
1 -62543 -40929 45076 65249 -30890 -13694
0 -39137 -7500 -48254 -37046 -73303 -46696
1 -45395 -19405 -80105 -55197 1396 14117
1 -46841 -27814 37090 63817 35021 69243
1 -33219 -17593 11082 22501 -79892 -68599
1 48420 67442 -17135 7993 44169 61033
1 -23786 -11155 16157 38374 -76684 -68602
0 10664 26915 65400 82759 24496 52855
0 -15800 584 19286 38938 52914 78654
1 -48190 -15289 42982 66053 -49276 -26564
0 -18136 -10686 33123 48632 51138 74719
0 18924 37949 -14489 3903 -89594 -67799
