58 65 18 -17
69 86 18 -79
67 64 -65 -3
34 102 -91 -16
100 81 35 23
55 11 -42 11
34 82 -68 25
42 49 -46 37
68 101 -60 89
57 25 64 -70
36 28 97 -28
83 5 41 51
22 4 73 61
45 69 -53 -73
32 58 -13 64
87 94 -61 90
46 76 97 -3
1 89 7 -97
42 6 -99 -17
23 99 -81 -34
15 33 19 -27
86 33 93 -56
77 31 -44 -83
91 5 95 9
0 1 11 52
70 5 -84 -53
43 91 32 -57
48 47 -72 24
37 26 47 -50
64 81 -47 23
21 82 33 1
94 71 -30 43
74 85 -24 -57
78 93 -84 -16
27 82 -17 -36
22 78 -49 41
5 89 42 -13
54 41 -46 15
92 13 -16 -48
35 97 -77 -93
100 42 -11 77
86 96 56 37
11 48 70 -49
71 78 35 68
15 53 53 -16
29 99 93 -77
66 0 -19 69
46 77 91 -23
5 37 7 17
63 50 87 -44
87 24 -71 -11
86 93 53 90
74 99 68 -12
3 85 -58 -78
72 25 84 75
90 44 90 -45
61 46 73 -5
83 10 -67 -21
63 53 -14 -67
86 37 -84 79
98 68 90 2
60 55 45 -81
68 99 82 26
82 82 -15 -63
59 30 65 18
39 44 -64 70
27 102 37 -27
79 37 4 74
97 76 -46 -52
33 87 -65 87
61 8 -57 -24
36 67 -82 -42
79 8 45 8
89 82 -52 65
47 20 -11 -79
75 31 12 64
41 5 19 -53
26 31 -82 38
23 72 -3 43
12 42 -31 6
63 21 -52 -58
78 42 22 -28
91 26 -20 94
45 36 -19 -59
35 24 33 13
97 18 90 -10
36 25 13 -34
51 101 60 8
91 30 -72 27
11 44 -57 -68
42 11 24 66
47 101 -32 -95
55 18 -69 -71
55 76 46 43
86 1 53 27
11 52 -66 -5
94 78 -43 -17
49 24 79 -9
97 0 12 48
62 72 89 8
30 41 84 -67
97 40 2 -23
59 7 91 -48
54 56 -64 60
41 61 -18 -2
27 40 -21 17
14 97 76 -11
12 48 -99 98
24 67 66 -41
84 63 -52 62
37 3 28 8
18 11 -44 7
100 49 -39 -64
6 36 56 -73
30 91 -50 12
47 60 -75 -32
68 38 -5 -87
3 75 -93 -49
68 53 42 37
68 2 50 10
7 7 52 31
70 71 -30 -52
50 77 -19 -14
34 38 20 -69
5 89 71 1
18 77 18 78
26 30 56 -70
91 99 -62 -94
32 15 83 -10
78 71 -47 19
23 98 -17 70
87 52 -8 -92
77 74 -88 26
84 3 -20 -21
72 25 -56 -89
63 25 60 33
19 69 75 63
91 10 63 48
9 54 -25 -97
12 79 89 -39
30 57 -77 -43
60 12 -73 -72
79 7 -77 42
41 82 41 56
91 76 -66 66
37 80 60 -14
60 16 -23 10
33 69 97 25
52 75 -15 48
93 94 -21 -85
77 88 -29 -33
32 6 -94 -59
51 30 -78 -90
66 100 -74 -34
2 12 -52 -11
9 11 90 94
83 13 -61 -10
16 80 98 -38
72 13 -24 10
40 67 -19 -25
33 4 -1 -26
44 87 -53 65
85 98 35 -31
31 45 1 -65
28 17 56 63
78 9 -93 -82
6 37 -57 -93
93 53 -34 75
100 1 7 9
55 32 69 96
13 74 -44 25
80 65 30 -29
40 37 51 97
21 53 36 -8
52 97 -41 -93
15 98 -44 -15
37 95 10 -97
95 23 -29 -71
33 97 20 10
46 15 -96 92
14 70 89 -20
74 82 -12 48
7 65 20 -8
84 13 -48 74
68 51 -5 38
36 67 47 -62
11 95 57 -14
47 28 -59 -91
38 53 -4 63
61 96 85 3
68 58 73 -21
75 64 87 83
63 83 82 -78
58 78 64 -38
38 7 -27 -95
24 68 66 -21
61 72 32 -81
20 33 11 -89
86 53 -69 98
13 9 -74 -84
80 46 -52 -46
30 26 1 -49
38 56 19 62
80 71 -66 19
65 65 64 -1
38 36 -77 -5
80 46 -68 -32
35 31 -82 13
45 27 70 -6
4 86 -39 45
64 50 73 79
71 61 13 22
77 59 81 23
10 29 25 54
100 42 10 56
74 99 91 49
84 6 99 94
72 99 43 8
4 29 76 33
93 97 99 -49
25 82 -59 65
38 29 74 95
45 83 74 -80
71 76 82 23
83 30 86 -24
32 80 -77 25
48 50 55 -47
95 7 21 -73
61 97 -6 44
9 16 -11 -50
90 97 -79 86
58 31 -69 35
38 49 -72 18
91 5 99 85
29 62 -31 43
45 66 33 -42
67 83 73 -57
23 3 6 7
57 32 -60 -89
83 54 -33 -24
28 4 57 49
100 97 -62 -77
89 71 -21 -25
94 39 -6 -27
71 41 -1 -90
87 39 -98 -68
72 43 54 98
78 91 -22 -83
29 58 -64 -26
21 2 -3 71
38 6 2 -40
75 62 96 99
4 22 39 53
63 73 -60 23
26 38 2 -94
94 16 -65 -30
11 101 89 89
48 38 -91 29
64 15 -47 -95
79 78 91 23
92 72 58 -58
2 76 99 24
89 6 31 33
98 79 90 4
78 30 -83 -66
77 44 27 77
99 0 44 73
33 72 93 22
9 97 -92 -96
84 13 35 -87
68 97 -19 -95
68 61 -72 -30
26 13 65 -66
85 94 -25 74
42 20 74 -8
63 58 -10 93
6 83 -62 -97
42 54 90 -97
10 78 -32 -99
43 16 -26 6
40 68 -36 62
32 42 -26 27
69 69 73 85
78 78 -42 68
51 34 -95 57
88 41 -75 -44
80 86 -65 22
33 95 -22 -54
86 56 -89 18
93 0 90 -55
22 89 48 29
6 39 -43 -44
70 19 51 97
67 31 82 14
8 80 -30 66
65 7 -5 52
17 62 7 -84
93 96 -25 6
86 3 -44 -29
73 18 32 33
41 62 4 -5
88 72 -45 23
79 86 77 87
43 95 -55 65
61 72 22 3
32 74 67 27
9 59 -11 -63
31 86 24 85
34 26 -45 80
56 78 -55 -70
73 91 -47 -77
5 98 81 48
63 77 13 22
2 70 -39 -95
90 46 95 14
1 32 72 16
1 102 -16 71
44 5 -96 -75
7 9 35 49
23 92 84 -94
68 2 -52 33
99 85 90 -98
30 80 -31 67
44 19 10 -71
70 80 -42 5
82 22 48 9
60 9 -60 89
4 80 94 45
19 66 -3 -84
71 23 59 33
41 42 92 -47
