08 09 00 18 -1
07 28 00 35 -2
08 23 00 53 -1
07 30 00 32 -1
03 05 23 58 1069
07 24 00 49 -1
04 27 23 56 2339
03 16 00 00 613
06 27 00 02 3433
08 15 00 10 -2
09 27 00 32 -1
07 14 00 02 -2
11 02 00 35 -2
03 20 00 03 1783
06 08 00 13 -1
06 29 00 54 -2
11 20 23 49 2039
06 30 00 26 -1
06 06 00 54 -1
04 30 00 56 -2
06 04 23 57 1069
09 24 00 03 -1
06 04 00 01 3461
06 25 00 02 641
05 10 00 24 -2
03 31 00 29 -1
07 02 00 12 -1
03 14 23 51 3559
06 02 00 56 -2
10 10 00 00 1889
05 05 23 56 3461
11 02 00 09 -1
03 08 00 12 -1
04 08 23 57 2339
03 13 00 34 -2
09 25 00 54 -2
08 22 00 32 -2
11 19 00 57 -2
08 03 00 55 -2
04 13 00 47 -2
09 05 00 01 2089
06 30 00 32 -2
07 24 00 35 -2
11 09 23 57 1237
07 16 00 35 -2
11 06 00 57 -2
07 28 00 00 3229
07 20 23 46 1901
10 27 00 01 739
06 30 00 03 2039
09 18 00 02 641
06 22 00 47 -2
05 26 00 57 -2
05 15 00 38 -2
08 01 00 56 -2
06 07 00 10 -1
10 25 00 38 -2
06 09 00 25 -2
09 15 00 04 613
10 09 00 03 -1
05 31 00 33 -2
11 13 00 02 -1
04 11 00 52 -2
08 11 00 54 -2
08 15 00 02 -1
06 18 00 01 3229
08 23 00 00 -1
04 17 00 44 -2
05 30 00 51 -1
09 28 00 03 3433
09 22 00 16 -2
03 12 00 06 -1
10 05 00 09 -1
10 19 00 06 -1
10 08 23 50 1237
07 23 00 19 -2
06 26 00 57 -2
04 03 00 51 -2
07 23 00 57 -2
05 17 00 18 -2
06 28 00 22 -1
10 20 00 39 -2
05 16 00 04 1697
08 12 00 25 -2
04 04 00 37 -2
09 02 00 39 -1
06 02 00 36 -2
06 19 00 00 2039
07 06 00 20 -1
05 19 00 59 -2
06 21 00 53 -1
09 09 00 58 -2
09 26 23 50 2003
09 17 00 51 -1
10 23 00 57 -1
11 15 00 14 -1
11 20 00 16 -1
04 28 00 32 -1
10 28 00 08 -1
03 04 00 58 -2
07 03 00 01 1237
06 11 00 00 -1
10 19 00 54 -2
03 22 00 31 -2
10 31 00 56 -2
08 08 23 46 1783
10 22 00 01 1783
10 27 00 50 -1
07 22 00 27 -1
08 15 00 51 -2
07 07 00 32 -1
05 16 00 39 -1
04 14 00 53 -2
04 03 23 59 1697
03 11 00 56 -2
05 04 00 11 -1
09 04 00 37 -1
08 04 00 34 -1
10 13 00 49 -2
05 09 00 34 -2
05 22 00 02 3229
06 22 00 28 -1
07 05 00 31 -1
07 28 00 17 -2
06 17 00 28 -2
05 17 00 23 -1
06 21 00 57 -2
09 09 00 28 -1
03 21 23 56 2339
03 18 00 55 -2
05 11 23 48 3229
04 30 00 23 -1
10 24 00 53 -1
03 03 00 39 -2
09 15 23 59 1901
07 12 00 54 -1
03 18 23 58 3433
08 15 00 20 -1
07 21 00 00 -1
07 06 23 49 2003
03 30 00 41 -1
06 01 00 41 -2
03 15 00 05 -1
06 28 00 50 -2
04 07 23 57 739
07 28 00 50 -2
05 04 00 52 -1
05 03 00 43 -2
03 22 23 58 2039
08 17 00 01 -1
06 02 00 19 -1
08 07 00 23 -1
08 30 00 26 -1
10 16 00 53 -1
04 11 00 55 -1
11 22 00 48 -1
10 24 23 53 1237
09 08 00 11 -1
11 03 00 56 -2
10 22 00 37 -2
09 02 00 01 3229
04 13 00 02 3229
07 28 00 39 -1
08 24 00 56 -1
05 04 00 56 -2
04 04 00 17 -1
05 16 00 53 -1
09 13 00 08 -1
08 14 00 03 -1
04 23 00 54 -2
10 06 00 54 -2
05 13 00 01 -1
04 24 00 49 -2
10 24 00 30 -2
03 27 00 02 2089
03 06 00 48 -1
09 09 00 54 -1
04 18 00 55 -2
04 01 00 43 -1
03 24 00 01 641
10 19 00 25 -2
10 21 00 06 -1
06 03 00 56 -2
07 16 00 03 277
05 30 00 58 -2
04 01 00 30 -2
03 04 00 30 -1
03 29 00 24 -1
08 28 00 06 -1
06 06 23 59 3433
06 16 00 40 -2
07 05 00 41 -2
06 20 00 44 -2
04 24 00 35 -2
07 23 00 00 1237
10 07 00 30 -2
05 03 00 01 1097
10 05 23 56 1901
05 16 00 42 -2
10 20 00 04 -2
07 09 00 04 2161
10 16 00 04 1697
10 23 00 48 -1
05 19 00 57 -1
06 22 23 57 1697
03 15 00 40 -2
06 16 00 03 1069
10 01 00 53 -2
11 22 23 54 1237
05 08 00 53 -2
05 29 00 56 -2
09 28 00 54 -2
08 10 00 04 1901
05 03 00 29 -1
06 13 00 02 2339
07 01 00 56 -1
03 26 00 33 -2
07 14 00 00 -1
03 02 23 58 3229
07 07 00 55 -2
08 25 00 00 3433
04 20 00 44 -2
10 15 00 07 -1
09 13 23 58 1237
03 13 00 20 -1
10 14 23 59 1901
05 23 00 21 -1
08 05 00 31 -1
04 08 00 46 -2
10 25 00 02 -1
05 01 00 03 -1
05 20 00 37 -2
11 06 23 53 1237
03 14 00 24 -1
08 14 23 50 2003
08 07 00 02 1069
09 23 00 36 -2
11 14 23 57 641
03 21 00 57 -2
05 20 00 12 -1
04 06 00 13 -1
05 19 00 18 -1
10 29 00 00 1697
05 31 00 09 -1
09 21 00 03 739
04 02 00 01 3433
05 18 00 14 -2
03 07 00 03 277
09 20 00 38 -2
09 25 00 36 -2
04 26 00 02 2039
09 12 00 12 -1
05 27 00 01 739
06 01 00 01 863
08 02 00 37 -2
06 01 23 59 1901
04 13 00 13 -1
10 19 00 52 -1
03 28 00 13 -1
07 13 00 55 -2
04 12 00 04 3229
09 27 00 18 -2
09 04 00 45 -2
07 06 00 45 -1
03 19 00 41 -1
06 29 00 09 -1
07 07 00 24 -2
04 07 00 12 -2
09 11 00 03 -1
03 15 00 46 -1
04 07 00 58 -2
11 02 00 42 -1
04 23 00 00 1097
11 12 00 57 -2
09 03 00 09 -2
09 22 00 08 -1
10 28 00 55 -2
07 26 00 31 -2
03 29 00 10 -2
04 14 00 38 -1
10 02 00 08 -1
11 14 00 39 -1
10 17 00 13 -1
05 15 00 01 1069
04 13 00 42 -2
09 08 00 56 -2
03 22 00 59 -2
07 05 23 59 1237
06 30 00 46 -1
03 23 00 20 -1
11 03 23 56 863
06 14 00 53 -1
05 09 00 29 -1
04 26 23 59 947
04 03 00 02 1069
06 18 00 50 -2
11 03 00 27 -1
11 12 00 01 1069
08 19 00 51 -1
04 06 23 54 1783
04 18 00 04 3433
06 09 00 23 -1
08 02 00 01 3433
06 11 00 41 -2
06 13 00 54 -2
09 20 00 02 -1
10 27 00 45 -1
09 04 00 26 -1
07 26 00 26 -1
07 11 00 52 -2
08 18 23 47 1889
05 27 00 56 -2
07 11 00 44 -1
09 08 00 28 -2
05 21 00 53 -2
11 19 00 44 -2
03 04 00 41 -2
10 16 00 58 -2
06 16 23 48 277
11 20 00 02 613
03 28 00 33 -2
07 01 00 53 -2
10 07 00 25 -1
11 15 00 56 -2
07 31 00 06 -1
11 16 00 32 -2
05 26 00 53 -1
03 29 23 58 1889
08 04 00 59 -2
09 04 00 53 -2
08 19 00 02 -1
10 10 00 37 -1
08 08 00 24 -1
03 16 00 17 -2
09 18 23 57 613
04 11 00 56 -2
09 23 00 01 1697
08 11 00 32 -1
04 03 00 54 -1
08 22 00 27 -1
05 23 00 51 -1
04 14 00 01 3433
07 30 00 38 -2
05 31 00 59 -2
06 10 00 03 3229
10 25 00 57 -1
09 25 00 52 -1
06 28 00 41 -1
03 05 00 56 -2
10 28 00 01 947
03 23 00 43 -2
03 10 23 58 739
04 10 00 13 -1
07 03 23 57 2003
11 20 00 55 -2
07 20 00 57 -2
03 24 00 23 -2
10 20 00 35 -1
07 01 23 59 1237
06 28 23 58 277
06 08 00 29 -1
07 09 00 58 -2
05 05 00 59 -2
07 08 00 54 -2
07 12 00 17 -1
04 29 00 37 -2
09 17 00 01 2339
03 03 00 18 -1
05 12 00 04 -1
07 23 23 57 2039
05 08 23 57 3433
10 29 00 52 -1
11 05 00 00 2161
03 26 00 47 -2
06 09 00 00 1237
07 10 00 56 -1
06 06 00 56 -2
07 29 00 35 -2
03 14 00 57 -2
08 08 00 59 -2
05 04 00 00 1783
04 15 00 39 -2
08 16 00 17 -2
11 19 00 03 -1
03 26 00 38 -1
03 05 00 00 3229
08 10 00 30 -1
05 03 00 56 -1
11 07 00 47 -2
07 29 00 22 -1
08 27 00 31 -1
07 31 00 03 2003
07 18 23 56 1783
06 17 00 05 -1
08 19 00 52 -2
11 19 00 53 -1
05 02 00 02 641
11 17 00 33 -1
08 05 00 48 -2
11 06 00 56 -1
08 16 00 21 -1
03 17 00 49 -2
09 08 00 32 -1
08 26 00 56 -2
09 30 00 21 -1
07 15 00 08 -1
07 25 00 15 -1
08 13 00 00 2161
03 10 00 04 1783
09 03 23 59 2003
08 15 23 56 1237
05 07 00 36 -2
10 26 00 25 -1
03 22 00 34 -1
08 13 00 40 -1
03 24 00 18 -1
07 22 00 04 1237
10 14 00 56 -1
09 26 00 38 -1
10 26 00 02 3229
08 21 00 23 -1
09 15 00 58 -2
08 06 00 34 -1
06 12 00 03 1901
11 06 00 01 641
09 09 00 34 -2
04 21 00 04 2089
10 01 00 01 2039
08 17 00 47 -1
06 08 00 14 -2
05 17 00 55 -2
07 06 00 33 -2
03 18 00 05 -1
08 01 00 45 -1
04 20 00 05 -1
03 29 00 00 -1
06 18 00 26 -1
10 03 00 54 -2
07 22 00 37 -2
08 16 00 15 -1
03 31 00 04 1097
09 02 00 26 -1
09 13 00 48 -2
10 27 00 53 -2
10 24 00 01 947
03 06 00 51 -2
04 24 00 38 -1
06 21 00 01 3559
09 10 23 50 2039
08 16 23 54 277
06 10 00 48 -2
09 24 00 47 -2
